p(enough/asked),0.008264462809917356
p(things/always),0.009523809523809525
p(appealing/staff),0.3333333333333333
p(towards/children),0.09090909090909091
p(regards/swimming),0.3333333333333333
p(back/desk),0.005128205128205128
p(enjoyed/would),0.007751937984496124
p(noticed/chicago),0.023255813953488372
p(everything/seems),0.004524886877828055
p(go/united),0.003257328990228013
p(hilton/garden),0.015706806282722512
p(location/lobby),0.002070393374741201
p(stating/along),0.2
p(workings/hotel),1.0
p(supposed/windows),0.019230769230769232
p(later/cannot),0.011363636363636364
p(pay/privilege),0.009009009009009009
p(say/neither),0.004310344827586207
p(offer/solutions),0.010526315789473684
p(eat/sushi),0.017241379310344827
p(flood/hour),0.5
p(clean/fairly),0.0023923444976076554
p(leaned/much),1.0
p(would/hop),0.0010834236186348862
p(staff/throughout),0.0011918951132300357
p(delicious/already),0.022222222222222223
p(via/loop),0.0625
p(night/manager),0.008680555555555556
p(hyped/priced),0.25
p(desk/chair),0.01768172888015717
p(nice/seemed),0.0020408163265306124
p(deal/little),0.010526315789473684
p(comp/night),0.25
p(providing/private),0.16666666666666666
p(champagne/chocolate),0.058823529411764705
p(child/written),0.08333333333333333
p(colors/cleanliness),0.1
p(come/stay),0.01694915254237288
p(get/rid),0.0054446460980036296
p(soon/approached),0.02
p(restaurant/patios),0.004405286343612335
p(traditional/seating),0.125
p(even/evident),0.0021321961620469083
p(wonderful/told),0.005263157894736842
p(pocess/kind),1.0
p(morning/get),0.010638297872340425
p(cafe/des),0.3157894736842105
p(intimidating/factor),1.0
p(inn/first),0.02564102564102564
p(europe/able),0.125
p(bar/liquor),0.0044444444444444444
p(mats/water),1.0
p(fireplace/perfect),0.5
p(lot/major),0.010416666666666666
p(get/enough),0.0018148820326678765
p(inner/courtyard),0.5
p(bill/still),0.025
p(nightlife/downtown),0.125
p(charge/every),0.01098901098901099
p(service/personnel),0.001221001221001221
p(complaint/bar),0.03571428571428571
p(amenities/room),0.03508771929824561
p(like/modern),0.0017921146953405018
p(back/luxurious),0.002564102564102564
p(windows/definitely),0.022222222222222223
p(worse/yet),0.03571428571428571
p(food/exciting),0.0040650406504065045
p(internet/inch),0.006172839506172839
p(find/poor),0.0055248618784530384
p(blocks/mag),0.017543859649122806
p(family/really),0.014705882352941176
p(multiple/museums),0.0625
p(fruit/flavored),0.08333333333333333
p(travelled/chicago),0.4
p(certain/foods),0.0625
p(cheryl/amazing),1.0
p(service/average),0.002442002442002442
p(downstairs/restaurant),0.022727272727272728
p(kept/like),0.01818181818181818
p(hotel/caters),0.00029967036260113877
p(al/great),0.2
p(junior/suites),0.1
p(first/great),0.002824858757062147
p(sounds/elevator),0.16666666666666666
p(charged/twice),0.018518518518518517
p(burned/overall),0.3333333333333333
p(luck/working),0.125
p(waiting/angry),0.014285714285714285
p(old/smoke),0.007407407407407408
p(website/good),0.009523809523809525
p(rooms/pleased),0.0014684287812041115
p(room/nights),0.0010638297872340426
p(uniforms/staff),1.0
p(always/towel),0.008620689655172414
p(staff/suberb),0.0011918951132300357
p(stay/elsewhere),0.004601226993865031
p(lobby/morning),0.0035211267605633804
p(surely/prefer),0.1111111111111111
p(outside/cost),0.0125
p(almost/fell),0.011235955056179775
p(trip/time),0.004694835680751174
p(bathrobes/inch),0.1
p(bin/whole),0.25
p(wine/worst),0.011904761904761904
p(wifi/rooms),0.03571428571428571
p(inviting/bed),0.05263157894736842
p(visit/nearby),0.013157894736842105
p(rooms/sometimes),0.0014684287812041115
p(considered/four),0.08333333333333333
p(manager/complain),0.009900990099009901
p(system/although),0.024390243902439025
p(replace/towels),0.1111111111111111
p(apology/stay),0.05
p(stay/also),0.0023006134969325155
p(supposed/king),0.019230769230769232
p(takes/minutes),0.1
p(notch/location),0.037037037037037035
p(narcissistic/identify),1.0
p(pressue/shower),1.0
p(inviting/lobby),0.05263157894736842
p(remodeled/completely),0.14285714285714285
p(slept/sunken),0.03225806451612903
p(enjoyed/rex),0.007751937984496124
p(enjoyed/complementary),0.007751937984496124
p(perfect/everything),0.007407407407407408
p(get/treated),0.0018148820326678765
p(family/choose),0.007352941176470588
p(given/half),0.009523809523809525
p(like/grapes),0.0017921146953405018
p(particularly/impressed),0.06666666666666667
p(opened/used),0.06896551724137931
p(least/provide),0.01282051282051282
p(glad/hotel),0.08695652173913043
p(run/small),0.03125
p(unable/resist),0.05555555555555555
p(sure/made),0.00980392156862745
p(see/excellence),0.008620689655172414
p(letting/know),0.2
p(scald/inconvenient),1.0
p(small/beautifully),0.004651162790697674
p(add/bathroom),0.05
p(thier/way),0.2
p(system/called),0.024390243902439025
p(towering/monstrosities),0.5
p(bed/linens),0.01312910284463895
p(offered/tour),0.024096385542168676
p(staying/throughout),0.0036101083032490976
p(toiletries/also),0.0625
p(beautiful/setup),0.005
p(beds/got),0.01
p(service/possibly),0.001221001221001221
p(spaces/comparable),0.3333333333333333
p(monaco/claims),0.013333333333333334
p(everything/could),0.04072398190045249
p(convention/time),0.03225806451612903
p(intact/decorated),1.0
p(nothing/walls),0.0136986301369863
p(sorry/next),0.05
p(kimpton/hotels),0.15625
p(talking/one),0.10714285714285714
p(often/one),0.03571428571428571
p(newer/hotel),0.16666666666666666
p(right/hail),0.004878048780487805
p(elevator/frustrated),0.014084507042253521
p(standards/summary),0.06666666666666667
p(arrival/smelled),0.015873015873015872
p(coming/early),0.016666666666666666
p(thing/since),0.008928571428571428
p(app/cranked),1.0
p(appreciated/high),0.058823529411764705
p(get/annoyingly),0.0018148820326678765
p(immediately/told),0.01694915254237288
p(heard/sofitel),0.017857142857142856
p(interests/full),0.5
p(website/would),0.009523809523809525
p(ants/crawling),0.5
p(tho/conference),0.5
p(hotel/extended),0.00029967036260113877
p(guests/want),0.007407407407407408
p(definitely/best),0.004273504273504274
p(one/wife),0.0013908205841446453
p(bathrobes/bathroom),0.1
p(week/beds),0.010638297872340425
p(gym/day),0.017241379310344827
p(enhance/city),1.0
p(overlooking/chicago),0.09090909090909091
p(yelp/reason),0.3333333333333333
p(recently/attended),0.00684931506849315
p(dealt/travling),0.16666666666666666
p(gorgeous/complaints),0.023809523809523808
p(professional/stay),0.027777777777777776
p(know/coming),0.0078125
p(like/rockerfellers),0.0017921146953405018
p(providing/really),0.16666666666666666
p(bust/sure),0.3333333333333333
p(hotel/especially),0.0008990110878034162
p(called/replacement),0.004132231404958678
p(country/opened),0.2
p(run/anymore),0.03125
p(way/telling),0.004975124378109453
p(pain/au),0.16666666666666666
p(hotel/window),0.00029967036260113877
p(building/maintained),0.01282051282051282
p(pen/work),0.3333333333333333
p(bathroom/hah),0.0029154518950437317
p(maybe/everyone),0.02564102564102564
p(quite/sad),0.007462686567164179
p(noise/issue),0.009009009009009009
p(day/snacks),0.002849002849002849
p(ordered/champagne),0.014925373134328358
p(trying/check),0.021739130434782608
p(ave/complaint),0.012345679012345678
p(floor/x),0.0038314176245210726
p(modern/warm),0.008771929824561403
p(frequent/business),0.10526315789473684
p(visited/many),0.030303030303030304
p(minute/room),0.03571428571428571
p(occasion/found),0.08333333333333333
p(pleasant/stays),0.014492753623188406
p(spoke/sylvia),0.07142857142857142
p(room/cleaned),0.00673758865248227
p(stay/early),0.0015337423312883436
p(high/overall),0.006896551724137931
p(mixed/dates),0.14285714285714285
p(reams/class),1.0
p(nice/infrastructure),0.0020408163265306124
p(smoke/certainly),0.018518518518518517
p(person/small),0.01
p(bed/covers),0.00437636761487965
p(already/planning),0.03278688524590164
p(classic/treasure),0.0625
p(awakened/right),0.25
p(brought/missing),0.02040816326530612
p(carpets/need),0.058823529411764705
p(till/actually),0.16666666666666666
p(albeit/smaller),0.3333333333333333
p(pay/brand),0.009009009009009009
p(say/extremely),0.008620689655172414
p(additional/relaxing),0.034482758620689655
p(rented/went),0.2
p(caribbean/hmm),1.0
p(refused/exchange),0.05
p(arrived/tried),0.004273504273504274
p(returning/home),0.06896551724137931
p(mile/close),0.02727272727272727
p(beds/reserved),0.005
p(cleanliness/nice),0.038461538461538464
p(everyone/dinning),0.01282051282051282
p(bed/saw),0.002188183807439825
p(appeared/jumped),0.03571428571428571
p(blck/slab),1.0
p(felt/swindled),0.007246376811594203
p(breakfast/right),0.004132231404958678
p(nights/checking),0.005263157894736842
p(slip/phone),0.3333333333333333
p(blowing/whistle),0.16666666666666666
p(length/mirror),0.2
p(discovered/hair),0.043478260869565216
p(star/hotel),0.43859649122807015
p(scoffed/said),0.5
p(room/sinus),0.0003546099290780142
p(valet/car),0.028985507246376812
p(get/quality),0.003629764065335753
p(totally/unfinished),0.034482758620689655
p(one/really),0.0027816411682892906
p(james/tops),0.009174311926605505
p(chose/conrad),0.043478260869565216
p(decor/wonderful),0.022222222222222223
p(fluffy/pillows),0.5
p(door/best),0.005154639175257732
p(thumbs/run),0.1111111111111111
p(share/mojitos),0.07692307692307693
p(sears/tower),1.0
p(four/story),0.014084507042253521
p(smirk/face),1.0
p(room/understand),0.0003546099290780142
p(staff/wonderfull),0.0011918951132300357
p(shows/room),0.08333333333333333
p(stay/website),0.0007668711656441718
p(chicago/much),0.0019646365422396855
p(legacy/great),1.0
p(also/enjoyed),0.018648018648018648
p(like/wet),0.0035842293906810036
p(enjoyed/one),0.007751937984496124
p(plan/flew),0.02702702702702703
p(sauna/amazing),0.25
p(playing/background),0.14285714285714285
p(give/illusion),0.01020408163265306
p(use/entire),0.006993006993006993
p(concierge/experience),0.015037593984962405
p(heard/friends),0.017857142857142856
p(sub/standard),0.06666666666666667
p(return/palmer),0.01020408163265306
p(later/heard),0.011363636363636364
p(really/frustrating),0.003105590062111801
p(area/highly),0.008064516129032258
p(view/service),0.0035971223021582736
p(french/cuisine),0.058823529411764705
p(point/downtown),0.038461538461538464
p(away/location),0.005128205128205128
p(genuine/friendly),0.3333333333333333
p(away/hotel),0.03076923076923077
p(rooms/european),0.0014684287812041115
p(channel/top),0.125
p(firtly/took),1.0
p(quick/eating),0.0196078431372549
p(stay/booked),0.005368098159509203
p(cup/hot),0.07692307692307693
p(side/unable),0.0196078431372549
p(street/buy),0.009615384615384616
p(night/thru),0.001736111111111111
p(think/ever),0.006944444444444444
p(top/everything),0.00819672131147541
p(profanities/banging),1.0
p(means/stress),0.0625
p(recommend/whenever),0.003389830508474576
p(institutional/kitchen),1.0
p(stay/dining),0.0007668711656441718
p(email/days),0.05263157894736842
p(consulted/manager),0.5
p(found/clerk),0.004608294930875576
p(mile/greater),0.00909090909090909
p(big/name),0.00909090909090909
p(stay/read),0.0007668711656441718
p(getting/luggage),0.013157894736842105
p(sized/travel),0.024390243902439025
p(honestly/reimburse),0.07692307692307693
p(time/enjoy),0.0019083969465648854
p(hotel/beautiful),0.0092897812406353
p(wanted/get),0.03571428571428571
p(smell/staying),0.014925373134328358
p(dreadfully/dark),1.0
p(chicago/delight),0.0006548788474132286
p(pricing/moderate),0.3333333333333333
p(rude/woman),0.006944444444444444
p(reviews/yelp),0.010101010101010102
p(upset/called),0.08333333333333333
p(read/right),0.023809523809523808
p(payment/allowed),0.25
p(gives/access),0.1
p(night/milk),0.001736111111111111
p(options/guests),0.021739130434782608
p(make/sure),0.08530805687203792
p(clair/street),0.5
p(kept/cannot),0.01818181818181818
p(morning/bathroom),0.005319148936170213
p(visiting/relatives),0.015384615384615385
p(wipe/said),1.0
p(area/recognizes),0.004032258064516129
p(instead/failed),0.015384615384615385
p(went/one),0.00411522633744856
p(many/chipped),0.005128205128205128
p(comfortable/food),0.003215434083601286
p(view/greeted),0.0035971223021582736
